Time,Open,High,Low,Last,Change,Volume
11/26/2019 17:00,82.169,82.209,82.142,82.203,0.034,4578
11/26/2019 16:00,82.148,82.18,82.124,82.169,0.02,3780
11/26/2019 15:00,82.132,82.181,82.13,82.149,0.017,3238
11/26/2019 14:00,82.126,82.154,82.115,82.132,0.005,4825
11/26/2019 13:00,82.14,82.154,82.11,82.127,-0.013,6117
11/26/2019 12:00,82.15,82.198,82.118,82.14,-0.01,6539
11/26/2019 11:00,82.125,82.181,82.085,82.15,0.025,7158
11/26/2019 10:00,82.066,82.137,82.019,82.125,0.06,10775
11/26/2019 9:00,81.918,82.066,81.88,82.065,0.141,12253
11/26/2019 8:00,81.892,82.015,81.837,81.924,0.032,11923
11/26/2019 7:00,81.894,81.926,81.876,81.892,-0.002,7865
11/26/2019 6:00,81.829,81.92,81.813,81.894,0.065,6628
11/26/2019 5:00,81.837,81.861,81.828,81.829,-0.009,6208
11/26/2019 4:00,81.826,81.849,81.8,81.838,0.012,6156
11/26/2019 3:00,81.817,81.857,81.763,81.826,0.009,9044
11/26/2019 2:00,81.849,81.859,81.78,81.817,-0.031,9439
11/26/2019 1:00,81.855,81.882,81.836,81.848,-0.007,7083
11/26/2019 0:00,81.874,81.891,81.842,81.855,-0.019,4557
11/25/2019 23:00,81.878,81.902,81.852,81.874,-0.005,4329
11/25/2019 22:00,81.872,81.889,81.834,81.879,0.007,4574
11/25/2019 21:00,81.857,81.913,81.849,81.872,0.015,5305
11/25/2019 20:00,81.99,81.991,81.852,81.857,-0.133,7913
11/25/2019 19:00,81.966,82.097,81.908,81.99,0.024,9649
11/25/2019 18:00,81.923,81.975,81.908,81.966,0.043,5912
11/25/2019 17:00,81.891,81.945,81.87,81.923,0.032,5260
11/25/2019 16:00,81.88,81.915,81.822,81.891,0.011,4754
11/25/2019 15:00,81.893,81.898,81.856,81.88,-0.013,3199
11/25/2019 14:00,81.881,81.904,81.871,81.893,0.012,4982
11/25/2019 13:00,81.847,81.89,81.836,81.881,0.034,4768
11/25/2019 12:00,81.862,81.879,81.837,81.847,-0.014,4914
11/25/2019 11:00,81.837,81.871,81.818,81.861,0.024,6011
11/25/2019 10:00,81.827,81.846,81.775,81.837,0.01,9258
11/25/2019 9:00,81.877,81.896,81.811,81.827,-0.05,10008
11/25/2019 8:00,81.851,81.877,81.788,81.877,0.026,11332
11/25/2019 7:00,81.819,81.871,81.748,81.851,0.032,8903
11/25/2019 6:00,81.866,81.886,81.794,81.819,-0.047,5910
11/25/2019 5:00,81.832,81.868,81.818,81.866,0.035,4446
11/25/2019 4:00,81.879,81.883,81.814,81.831,-0.047,4990
11/25/2019 3:00,81.931,81.941,81.85,81.878,-0.053,7515
11/25/2019 2:00,81.914,81.947,81.897,81.931,0.017,8974
11/25/2019 1:00,81.892,81.917,81.872,81.914,0.023,6562
11/25/2019 0:00,81.901,81.905,81.868,81.891,-0.011,5129
11/24/2019 23:00,81.772,81.902,81.768,81.902,0.13,5618
11/24/2019 22:00,81.793,81.813,81.764,81.772,-0.021,3401
11/24/2019 21:00,81.826,81.828,81.784,81.793,-0.034,4151
11/24/2019 20:00,81.805,81.834,81.786,81.827,0.022,4776
11/24/2019 19:00,81.827,81.835,81.786,81.805,-0.023,5322
11/24/2019 18:00,81.755,81.829,81.737,81.828,0.074,2620
11/24/2019 17:00,81.737,81.768,81.712,81.754,0.016,2117
11/24/2019 16:00,81.713,81.758,81.662,81.738,0.025,2418
11/24/2019 15:00,81.727,81.727,81.709,81.713,0.073,99
11/22/2019 16:00,81.64,81.64,81.64,81.64,0,1
11/22/2019 15:00,81.722,81.734,81.639,81.64,-0.081,3920
11/22/2019 14:00,81.709,81.725,81.69,81.721,0.012,4186
11/22/2019 13:00,81.697,81.728,81.677,81.709,0.011,5341
11/22/2019 12:00,81.724,81.732,81.68,81.698,-0.027,5251
11/22/2019 11:00,81.743,81.755,81.706,81.725,-0.018,6305
11/22/2019 10:00,81.756,81.775,81.668,81.743,-0.013,10315
11/22/2019 9:00,81.838,81.858,81.713,81.756,-0.082,14194
11/22/2019 8:00,81.875,81.882,81.798,81.838,-0.036,12021
11/22/2019 7:00,81.752,81.923,81.708,81.874,0.123,10979
11/22/2019 6:00,81.689,81.776,81.682,81.751,0.066,6974
11/22/2019 5:00,81.712,81.712,81.622,81.685,-0.027,6742
11/22/2019 4:00,81.678,81.719,81.639,81.712,0.034,6137
11/22/2019 3:00,81.802,81.805,81.672,81.678,-0.124,12273
11/22/2019 2:00,81.781,81.906,81.759,81.802,0.022,13541
11/22/2019 1:00,81.758,81.786,81.727,81.78,0.021,7335
11/22/2019 0:00,81.736,81.781,81.731,81.759,0.023,5069
11/21/2019 23:00,81.759,81.785,81.736,81.736,-0.023,4076
11/21/2019 22:00,81.794,81.796,81.755,81.759,-0.035,3326
11/21/2019 21:00,81.781,81.809,81.756,81.794,0.012,4324
11/21/2019 20:00,81.834,81.838,81.761,81.782,-0.052,5269
11/21/2019 19:00,81.848,81.898,81.799,81.834,-0.013,8334
11/21/2019 18:00,81.753,81.861,81.729,81.847,0.093,7906
11/21/2019 17:00,81.763,81.776,81.735,81.754,-0.009,3700
11/21/2019 16:00,81.751,81.771,81.72,81.763,0.013,3492
11/21/2019 15:00,81.776,81.779,81.733,81.75,-0.026,3559
11/21/2019 14:00,81.834,81.834,81.767,81.776,-0.058,4838
11/21/2019 13:00,81.797,81.834,81.746,81.834,0.037,6058
11/21/2019 12:00,81.784,81.82,81.778,81.797,0.013,6495
11/21/2019 11:00,81.732,81.816,81.719,81.784,0.052,6686
11/21/2019 10:00,81.718,81.819,81.713,81.732,0.013,11171
11/21/2019 9:00,81.808,81.844,81.67,81.719,-0.089,15939
11/21/2019 8:00,81.472,81.843,81.449,81.808,0.335,17458
11/21/2019 7:00,81.563,81.666,81.457,81.473,-0.091,13357
11/21/2019 6:00,81.625,81.625,81.537,81.564,-0.059,7561
11/21/2019 5:00,81.643,81.648,81.607,81.623,-0.021,6551
11/21/2019 4:00,81.544,81.702,81.538,81.644,0.099,10238
11/21/2019 3:00,81.563,81.59,81.513,81.545,-0.018,8090
11/21/2019 2:00,81.555,81.592,81.46,81.563,0.008,11003
11/21/2019 1:00,81.584,81.667,81.518,81.555,-0.029,10971
11/21/2019 0:00,81.596,81.605,81.561,81.584,-0.013,5608
11/20/2019 23:00,81.537,81.614,81.536,81.597,0.061,6287
11/20/2019 22:00,81.536,81.548,81.51,81.536,-0.001,5106
11/20/2019 21:00,81.49,81.54,81.466,81.537,0.047,7516
11/20/2019 20:00,81.319,81.568,81.313,81.49,0.171,12859
11/20/2019 19:00,81.337,81.388,81.284,81.319,-0.018,10090
11/20/2019 18:00,81.528,81.55,81.323,81.337,-0.191,9631
11/20/2019 17:00,81.494,81.562,81.464,81.528,0.034,5377
11/20/2019 16:00,81.618,81.618,81.444,81.494,-0.126,6383
11/20/2019 15:00,81.593,81.644,81.583,81.62,0.027,3545
11/20/2019 14:00,81.585,81.616,81.565,81.593,0.007,6487
11/20/2019 13:00,81.542,81.637,81.522,81.586,0.043,9616
11/20/2019 12:00,81.454,81.617,81.376,81.543,0.089,14135
11/20/2019 11:00,81.596,81.658,81.364,81.454,-0.142,9584
11/20/2019 10:00,81.698,81.728,81.587,81.596,-0.102,10983
11/20/2019 9:00,81.789,81.843,81.652,81.698,-0.092,13619
11/20/2019 8:00,81.685,81.805,81.672,81.79,0.105,11868
11/20/2019 7:00,81.53,81.738,81.5,81.685,0.156,10329
11/20/2019 6:00,81.54,81.595,81.515,81.529,-0.005,7781
11/20/2019 5:00,81.452,81.537,81.43,81.534,0.082,7090
11/20/2019 4:00,81.524,81.525,81.416,81.452,-0.072,7204
11/20/2019 3:00,81.522,81.609,81.502,81.524,0.002,8869
11/20/2019 2:00,81.574,81.588,81.494,81.522,-0.053,11475
11/20/2019 1:00,81.695,81.722,81.553,81.575,-0.12,9166
11/20/2019 0:00,81.729,81.729,81.684,81.695,-0.035,3822
11/19/2019 23:00,81.701,81.732,81.663,81.73,0.029,4283
11/19/2019 22:00,81.677,81.706,81.659,81.701,0.024,3728
11/19/2019 21:00,81.709,81.735,81.669,81.677,-0.032,5031
11/19/2019 20:00,81.636,81.741,81.612,81.709,0.073,7514
11/19/2019 19:00,81.745,81.761,81.573,81.636,-0.109,11615
11/19/2019 18:00,81.725,81.792,81.683,81.745,0.02,9195
11/19/2019 17:00,81.837,81.838,81.692,81.725,-0.111,6814
11/19/2019 16:00,81.8,81.838,81.791,81.836,0.035,3138
11/19/2019 15:00,81.796,81.812,81.769,81.801,0.005,3546
11/19/2019 14:00,81.783,81.83,81.769,81.796,0.013,5540
11/19/2019 13:00,81.75,81.807,81.75,81.783,0.032,6134
11/19/2019 12:00,81.986,81.987,81.746,81.751,-0.236,9212
11/19/2019 11:00,82.056,82.057,81.958,81.987,-0.068,7961
11/19/2019 10:00,82.012,82.194,81.977,82.055,0.043,10310
11/19/2019 9:00,82.165,82.185,82.004,82.012,-0.153,12865
11/19/2019 8:00,82.317,82.344,82.165,82.165,-0.152,10638
11/19/2019 7:00,82.295,82.423,82.275,82.317,0.021,10197
11/19/2019 6:00,82.316,82.316,82.273,82.296,-0.015,5510
11/19/2019 5:00,82.395,82.397,82.259,82.311,-0.084,6219
11/19/2019 4:00,82.375,82.417,82.33,82.395,0.02,5890
11/19/2019 3:00,82.341,82.382,82.32,82.375,0.035,8205
11/19/2019 2:00,82.251,82.36,82.222,82.34,0.089,9561
11/19/2019 1:00,82.252,82.277,82.237,82.251,0,7044
11/19/2019 0:00,82.243,82.27,82.225,82.251,0.008,4798
11/18/2019 23:00,82.214,82.265,82.204,82.243,0.029,4753
11/18/2019 22:00,82.216,82.236,82.19,82.214,-0.002,4035
11/18/2019 21:00,82.244,82.262,82.207,82.216,-0.027,5251
11/18/2019 20:00,82.185,82.295,82.165,82.243,0.059,6998
11/18/2019 19:00,82.122,82.205,82.063,82.184,0.063,9417
11/18/2019 18:00,82.271,82.285,82.104,82.121,-0.15,7830
11/18/2019 17:00,82.281,82.289,82.242,82.271,-0.01,3690
11/18/2019 16:00,82.287,82.301,82.217,82.281,-0.007,7997
11/18/2019 15:00,82.252,82.301,82.252,82.288,0.037,3516
11/18/2019 14:00,82.245,82.261,82.217,82.251,0.007,4421
11/18/2019 13:00,82.189,82.263,82.17,82.244,0.055,4669
11/18/2019 12:00,82.228,82.236,82.177,82.189,-0.038,4334
11/18/2019 11:00,82.214,82.271,82.165,82.227,0.013,5593
11/18/2019 10:00,82.145,82.239,82.104,82.214,0.069,10003
11/18/2019 9:00,82.175,82.206,82.077,82.145,-0.03,10704
11/18/2019 8:00,82.229,82.236,82.128,82.175,-0.054,12251
11/18/2019 7:00,82.497,82.498,82.14,82.229,-0.268,12613
11/18/2019 6:00,82.463,82.525,82.457,82.497,0.034,5476
11/18/2019 5:00,82.461,82.48,82.439,82.463,0.003,5250
11/18/2019 4:00,82.469,82.513,82.455,82.46,-0.009,6526
11/18/2019 3:00,82.439,82.473,82.402,82.469,0.03,6722
11/18/2019 2:00,82.392,82.468,82.385,82.439,0.047,9709
11/18/2019 1:00,82.363,82.466,82.315,82.392,0.029,9806
11/18/2019 0:00,82.315,82.385,82.312,82.363,0.048,4820
11/17/2019 23:00,82.316,82.328,82.304,82.315,-0.002,4820
11/17/2019 22:00,82.322,82.332,82.302,82.317,-0.005,3827
11/17/2019 21:00,82.32,82.334,82.304,82.322,0.002,4445
11/17/2019 20:00,82.336,82.353,82.29,82.32,-0.016,5848
11/17/2019 19:00,82.267,82.339,82.256,82.336,0.069,7146
11/17/2019 18:00,82.187,82.268,82.184,82.267,0.079,2687
11/17/2019 17:00,82.232,82.235,82.185,82.188,-0.044,1673
11/17/2019 16:00,82.244,82.256,82.223,82.232,-0.012,821
11/17/2019 15:00,82.255,82.261,82.243,82.244,0.002,137
11/15/2019 15:00,82.262,82.272,82.213,82.242,-0.02,3439
11/15/2019 14:00,82.268,82.282,82.228,82.262,-0.006,4838
11/15/2019 13:00,82.206,82.268,82.192,82.268,0.062,4341
11/15/2019 12:00,82.221,82.224,82.165,82.206,-0.015,4894
11/15/2019 11:00,82.241,82.26,82.217,82.221,-0.021,5948
11/15/2019 10:00,82.231,82.293,82.216,82.242,0.011,9865
11/15/2019 9:00,82.139,82.244,82.125,82.231,0.093,11317
11/15/2019 8:00,82.093,82.219,82.085,82.138,0.046,11867
11/15/2019 7:00,82.114,82.127,82.053,82.092,-0.023,9449
11/15/2019 6:00,82.033,82.138,82.014,82.115,0.085,7475
11/15/2019 5:00,82.004,82.037,81.98,82.03,0.026,6260
11/15/2019 4:00,82.061,82.062,81.974,82.004,-0.058,6546
11/15/2019 3:00,81.954,82.072,81.951,82.062,0.108,7118
11/15/2019 2:00,81.998,82.02,81.935,81.954,-0.044,7790
11/15/2019 1:00,82.067,82.087,81.993,81.998,-0.069,5729
11/15/2019 0:00,82.088,82.1,82.058,82.067,-0.021,3823
11/14/2019 23:00,82.12,82.127,82.083,82.088,-0.032,3978
11/14/2019 22:00,82.116,82.124,82.093,82.12,0.004,3687
11/14/2019 21:00,82.064,82.123,82.039,82.116,0.052,5221
11/14/2019 20:00,82.011,82.068,81.986,82.064,0.053,6427
11/14/2019 19:00,82.022,82.061,81.986,82.011,-0.012,7971
11/14/2019 18:00,81.878,82.035,81.842,82.023,0.144,8372
11/14/2019 17:00,81.814,81.886,81.796,81.879,0.066,5668
11/14/2019 16:00,81.81,81.824,81.762,81.813,0.003,3040
11/14/2019 15:00,81.831,81.841,81.798,81.81,-0.022,3401
11/14/2019 14:00,81.749,81.855,81.749,81.832,0.082,5715
11/14/2019 13:00,81.655,81.764,81.654,81.75,0.096,7038
11/14/2019 12:00,81.728,81.752,81.635,81.654,-0.074,6548
11/14/2019 11:00,81.754,81.771,81.718,81.728,-0.026,7203
11/14/2019 10:00,81.9,81.945,81.622,81.754,-0.147,13746
11/14/2019 9:00,81.923,81.986,81.874,81.901,-0.021,11977
11/14/2019 8:00,81.891,81.947,81.864,81.922,0.031,9675
11/14/2019 7:00,81.882,81.909,81.833,81.891,0.01,9256
11/14/2019 6:00,81.934,81.95,81.867,81.881,-0.047,6585
11/14/2019 5:00,81.898,81.931,81.837,81.928,0.03,6512
11/14/2019 4:00,81.862,81.979,81.861,81.898,0.036,8154
11/14/2019 3:00,81.916,81.918,81.848,81.862,-0.055,8452
11/14/2019 2:00,82.043,82.059,81.91,81.917,-0.126,10512
11/14/2019 1:00,81.989,82.054,81.92,82.043,0.054,10880
11/14/2019 0:00,81.997,82,81.97,81.989,-0.007,4993
11/13/2019 23:00,81.975,82.011,81.954,81.996,0.019,4501
11/13/2019 22:00,81.988,81.99,81.928,81.977,-0.012,4831
11/13/2019 21:00,82.015,82.029,81.979,81.989,-0.026,5701
11/13/2019 20:00,82.104,82.104,81.966,82.015,-0.089,8462
11/13/2019 19:00,82.056,82.134,82.05,82.104,0.048,7742
11/13/2019 18:00,82.093,82.098,81.984,82.056,-0.037,6957
11/13/2019 17:00,82.062,82.095,82.051,82.093,0.03,3135
11/13/2019 16:00,82.094,82.104,82.05,82.063,-0.034,3294
11/13/2019 15:00,82.078,82.14,82.066,82.097,0.019,3914
11/13/2019 14:00,82.068,82.097,82.057,82.078,0.01,5816
11/13/2019 13:00,82.034,82.083,81.985,82.068,0.034,9067
11/13/2019 12:00,82.182,82.191,81.967,82.034,-0.149,6667
11/13/2019 11:00,82.193,82.21,82.143,82.183,-0.01,7332
11/13/2019 10:00,82.086,82.195,82.081,82.193,0.108,9134
11/13/2019 9:00,82.085,82.177,82.026,82.085,0,11900
11/13/2019 8:00,82.065,82.101,82.011,82.085,0.019,12820
11/13/2019 7:00,82.061,82.097,81.988,82.066,0.005,9935
11/13/2019 6:00,82.121,82.121,82.018,82.061,-0.054,7676
11/13/2019 5:00,82.124,82.148,82.089,82.115,-0.009,6440
11/13/2019 4:00,82.084,82.128,82.08,82.124,0.041,7036
11/13/2019 3:00,82.302,82.302,82.052,82.083,-0.218,9577
11/13/2019 2:00,82.317,82.335,82.262,82.301,-0.017,8245
11/13/2019 1:00,82.325,82.351,82.312,82.318,-0.008,6782
11/13/2019 0:00,82.35,82.359,82.304,82.326,-0.024,5458
11/12/2019 23:00,82.328,82.359,82.323,82.35,0.021,4261
11/12/2019 22:00,82.318,82.332,82.308,82.329,0.011,3903
11/12/2019 21:00,82.323,82.356,82.297,82.318,-0.005,5413
11/12/2019 20:00,82.267,82.343,82.247,82.323,0.056,6838
11/12/2019 19:00,82.245,82.333,82.245,82.267,0.022,10963
11/12/2019 18:00,82.339,82.344,82.205,82.245,-0.095,7006
11/12/2019 17:00,82.329,82.353,82.31,82.34,0.012,3485
11/12/2019 16:00,82.366,82.376,82.324,82.328,-0.039,3748
11/12/2019 15:00,82.33,82.377,82.281,82.367,0.036,4283
11/12/2019 14:00,82.378,82.4,82.315,82.331,-0.046,6607
11/12/2019 13:00,82.498,82.5,82.353,82.377,-0.121,8664
11/12/2019 12:00,82.456,82.516,82.434,82.498,0.041,8944
11/12/2019 11:00,82.476,82.477,82.378,82.457,-0.02,10675
11/12/2019 10:00,82.49,82.514,82.464,82.477,-0.013,10273
11/12/2019 9:00,82.517,82.578,82.489,82.49,-0.027,11454
11/12/2019 8:00,82.516,82.566,82.45,82.517,0.001,11364
11/12/2019 7:00,82.414,82.531,82.376,82.516,0.102,8925
11/12/2019 6:00,82.418,82.44,82.401,82.414,0,6835
11/12/2019 5:00,82.386,82.425,82.37,82.414,0.028,7094
11/12/2019 4:00,82.363,82.437,82.359,82.386,0.022,8407
11/12/2019 3:00,82.404,82.421,82.35,82.364,-0.04,7594
11/12/2019 2:00,82.5,82.505,82.394,82.404,-0.096,10456
11/12/2019 1:00,82.538,82.581,82.499,82.5,-0.038,7290
11/12/2019 0:00,82.496,82.581,82.475,82.538,0.041,7402
11/11/2019 23:00,82.421,82.499,82.408,82.497,0.076,5211
11/11/2019 22:00,82.419,82.431,82.379,82.421,0,3717
11/11/2019 21:00,82.392,82.437,82.375,82.421,0.029,4542
11/11/2019 20:00,82.39,82.42,82.371,82.392,0.002,6326
11/11/2019 19:00,82.461,82.463,82.364,82.39,-0.071,7282
11/11/2019 18:00,82.389,82.461,82.333,82.461,0.071,7369
11/11/2019 17:00,82.408,82.421,82.357,82.39,-0.018,5184
11/11/2019 16:00,82.397,82.423,82.345,82.408,0.011,3618
11/11/2019 15:00,82.452,82.46,82.384,82.397,-0.055,2448
11/11/2019 14:00,82.451,82.459,82.427,82.452,0.001,4258
11/11/2019 13:00,82.465,82.479,82.432,82.451,-0.014,4167
11/11/2019 12:00,82.488,82.494,82.453,82.465,-0.023,4260
11/11/2019 11:00,82.496,82.515,82.46,82.488,-0.008,5249
11/11/2019 10:00,82.556,82.571,82.461,82.496,-0.06,6726
11/11/2019 9:00,82.439,82.56,82.436,82.556,0.118,8462
11/11/2019 8:00,82.376,82.451,82.368,82.438,0.062,7914
11/11/2019 7:00,82.348,82.388,82.312,82.376,0.029,5907
11/11/2019 6:00,82.353,82.364,82.33,82.347,-0.007,7192
11/11/2019 5:00,82.407,82.414,82.351,82.354,-0.053,5825
11/11/2019 4:00,82.409,82.441,82.392,82.407,-0.002,5133
11/11/2019 3:00,82.4,82.441,82.346,82.409,0.009,7754
11/11/2019 2:00,82.396,82.443,82.375,82.4,0.004,6757
11/11/2019 1:00,82.363,82.409,82.339,82.396,0.033,6326
11/11/2019 0:00,82.427,82.427,82.308,82.363,-0.064,6449
11/10/2019 23:00,82.396,82.432,82.384,82.427,0.032,3401
11/10/2019 22:00,82.421,82.422,82.375,82.395,-0.026,3658
11/10/2019 21:00,82.395,82.45,82.386,82.421,0.026,3846
11/10/2019 20:00,82.485,82.486,82.388,82.395,-0.09,5448
11/10/2019 19:00,82.473,82.499,82.44,82.485,0.012,4954
11/10/2019 18:00,82.558,82.581,82.473,82.473,-0.086,2156
11/10/2019 17:00,82.59,82.591,82.553,82.559,-0.031,1602
11/10/2019 16:00,82.575,82.594,82.547,82.59,0.016,1383
11/10/2019 15:00,82.541,82.575,82.525,82.574,0.024,131
11/8/2019 15:00,82.56,82.597,82.544,82.55,-0.009,3756
11/8/2019 14:00,82.517,82.566,82.509,82.559,0.041,5055
11/8/2019 13:00,82.535,82.548,82.501,82.518,-0.017,5422
11/8/2019 12:00,82.553,82.557,82.51,82.535,-0.018,5909
11/8/2019 11:00,82.559,82.585,82.54,82.553,-0.006,6448
11/8/2019 10:00,82.588,82.589,82.488,82.559,-0.029,9685
11/8/2019 9:00,82.48,82.628,82.43,82.588,0.107,17002
11/8/2019 8:00,82.69,82.704,82.468,82.481,-0.209,12739
11/8/2019 7:00,82.871,82.907,82.63,82.69,-0.181,13912
11/8/2019 6:00,82.932,82.975,82.831,82.871,-0.057,9618
11/8/2019 5:00,82.823,82.933,82.819,82.928,0.105,7047
11/8/2019 4:00,82.837,82.856,82.808,82.823,-0.013,6856
11/8/2019 3:00,82.85,82.872,82.825,82.836,-0.014,7519
11/8/2019 2:00,82.858,82.87,82.82,82.85,-0.008,8652
11/8/2019 1:00,82.854,82.871,82.824,82.858,0.003,8184
11/8/2019 0:00,82.849,82.863,82.819,82.855,0.006,4869
11/7/2019 23:00,82.847,82.877,82.826,82.849,0.002,4347
11/7/2019 22:00,82.823,82.856,82.815,82.847,0.024,4101
11/7/2019 21:00,82.844,82.87,82.819,82.823,-0.021,4735
11/7/2019 20:00,82.86,82.872,82.788,82.844,-0.016,7066
11/7/2019 19:00,82.948,82.957,82.859,82.86,-0.088,9514
